image,caption_id,avg_rating,avg_distance
1056338697_4f7d7ce270.jpg,2549968784_39bfbe44f9.jpg#2,1.0,0.6970710717471135
1056338697_4f7d7ce270.jpg,2718495608_d8533e3ac5.jpg#2,1.3333333333333333,0.7785402562684766
1056338697_4f7d7ce270.jpg,3181701312_70a379ab6e.jpg#2,1.3333333333333333,0.7541595964114146
1056338697_4f7d7ce270.jpg,3207358897_bfa61fa3c6.jpg#2,1.6666666666666667,0.7555996619158893
1056338697_4f7d7ce270.jpg,3286822339_5535af6b93.jpg#2,1.3333333333333333,0.7662096262987542
1056338697_4f7d7ce270.jpg,3360930596_1e75164ce6.jpg#2,1.0,0.70797983439818
1056338697_4f7d7ce270.jpg,3545652636_0746537307.jpg#2,1.0,0.6916225381157991
1056338697_4f7d7ce270.jpg,434792818_56375e203f.jpg#2,1.3333333333333333,0.7509906536385633
106490881_5a2dd9b7bd.jpg,1425069308_488e5fcf9d.jpg#2,1.0,0.7232052994348952
106490881_5a2dd9b7bd.jpg,1714316707_8bbaa2a2ba.jpg#2,2.0,0.798211743136711
106490881_5a2dd9b7bd.jpg,2140182410_8e2a06fbda.jpg#2,2.0,0.7967600075615525
106490881_5a2dd9b7bd.jpg,2398605966_1d0c9e6a20.jpg#2,1.0,0.7346089383003702
106490881_5a2dd9b7bd.jpg,2479652566_8f9fac8af5.jpg#2,1.0,0.7745896092199572
106490881_5a2dd9b7bd.jpg,3119076670_64b5340530.jpg#2,1.0,0.7751890472760571
106490881_5a2dd9b7bd.jpg,317488612_70ac35493b.jpg#2,1.0,0.7588477835868876
106490881_5a2dd9b7bd.jpg,493621130_152bdd4e91.jpg#2,1.0,0.7480183849227668
1082379191_ec1e53f996.jpg,1287475186_2dee85f1a5.jpg#2,1.0,0.7878675667601466
1082379191_ec1e53f996.jpg,1536774449_e16b1b6382.jpg#2,2.0,0.7848022058860802
1082379191_ec1e53f996.jpg,2472980433_210ec62874.jpg#2,1.3333333333333333,0.7565827215764673
1082379191_ec1e53f996.jpg,2893374123_087f98d58a.jpg#2,1.3333333333333333,0.7404273788034671
1084040636_97d9633581.jpg,2358554995_54ed3baa83.jpg#2,1.0,0.7439693875333514
1084040636_97d9633581.jpg,2544426580_317b1f1f73.jpg#2,1.0,0.7275101967720999
1084040636_97d9633581.jpg,256085101_2c2617c5d0.jpg#2,2.6666666666666665,0.872517471206827
1084040636_97d9633581.jpg,3385593926_d3e9c21170.jpg#2,1.6666666666666667,0.7754365501949257
1084040636_97d9633581.jpg,3396157719_6807d52a81.jpg#2,1.6666666666666667,0.8250995559409363
1084040636_97d9633581.jpg,542179694_e170e9e465.jpg#2,1.3333333333333333,0.753350153334647
1096395242_fc69f0ae5a.jpg,1425069308_488e5fcf9d.jpg#2,2.0,0.7631563159530589
1096395242_fc69f0ae5a.jpg,191003285_edd8d0cf58.jpg#2,1.0,0.7628578618708444
1096395242_fc69f0ae5a.jpg,2370481277_a3085614c9.jpg#2,1.6666666666666667,0.7719765285159795
1096395242_fc69f0ae5a.jpg,2577972703_a22c5f2a87.jpg#2,1.0,0.7548496032433584
1096395242_fc69f0ae5a.jpg,3388330419_85d72f7cda.jpg#2,2.333333333333333,0.7553653898806613
1107246521_d16a476380.jpg,2274992140_bb9e868bb8.jpg#2,1.0,0.7470908836410105
1107246521_d16a476380.jpg,2410320522_d967f0b75c.jpg#2,2.6666666666666665,0.8457177222676746
1107246521_d16a476380.jpg,293327462_20dee0de56.jpg#2,2.333333333333333,0.8141661153655683
1107246521_d16a476380.jpg,3287549827_04dec6fb6e.jpg#2,1.0,0.7473399273535402
1107246521_d16a476380.jpg,3365783912_e12c3510d8.jpg#2,1.0,0.7383574015723026
1107246521_d16a476380.jpg,3582742297_1daa29968e.jpg#2,3.0,0.8270216750271239
1119015538_e8e796281e.jpg,229862312_1a0ba19dab.jpg#2,3.0,0.899715021445823
1119015538_e8e796281e.jpg,2445283938_ff477c7952.jpg#2,1.0,0.7558843095991461
1119015538_e8e796281e.jpg,2510020918_b2ca0fb2aa.jpg#2,1.0,0.7171336914568364
1119015538_e8e796281e.jpg,2534502836_7a75305655.jpg#2,3.0,0.9444452703614354
1119015538_e8e796281e.jpg,348380010_33bb0599ef.jpg#2,2.6666666666666665,0.8338928975702636
1119015538_e8e796281e.jpg,387830531_e89c192b92.jpg#2,2.6666666666666665,0.8526540502805613
1119015538_e8e796281e.jpg,416106657_cab2a107a5.jpg#2,4.0,0.9266628500699108
1122944218_8eb3607403.jpg,2894217628_f1a4153dca.jpg#2,1.0,0.6853141475506281
1122944218_8eb3607403.jpg,3044500219_778f9f2b71.jpg#2,1.0,0.7114762511430718
1122944218_8eb3607403.jpg,3220126881_b0a4f7cccb.jpg#2,1.0,0.730092587316541
1122944218_8eb3607403.jpg,3325497914_f9014d615b.jpg#2,3.0,0.7735902320952447
1122944218_8eb3607403.jpg,3720366614_dfa8fe1088.jpg#2,1.0,0.7154474437946522
1131800850_89c7ffd477.jpg,166507476_9be5b9852a.jpg#2,1.0,0.7514193737337657
1131800850_89c7ffd477.jpg,2345984157_724823b1e4.jpg#2,3.6666666666666665,0.9112953377407903
1131800850_89c7ffd477.jpg,3384314832_dffc944152.jpg#2,2.0,0.79735492838868
1131800850_89c7ffd477.jpg,3549583146_3e8bb2f7e9.jpg#2,1.0,0.7311869095986078
1131932671_c8d17751b3.jpg,1131932671_c8d17751b3.jpg#2,4.0,0.9421560863851814
1131932671_c8d17751b3.jpg,3245460937_2710a82709.jpg#2,3.0,0.8300280883024345
1131932671_c8d17751b3.jpg,3592968286_b63c81bcd2.jpg#2,1.0,0.6722104920217149
113678030_87a6a6e42e.jpg,2077079696_03380d218b.jpg#2,1.0,0.7888593138008626
113678030_87a6a6e42e.jpg,3186412658_2ab2ebd397.jpg#2,1.0,0.7266673604392716
113678030_87a6a6e42e.jpg,3295680663_af21ea648b.jpg#2,1.0,0.7455507410244911
113678030_87a6a6e42e.jpg,3516825206_5750824874.jpg#2,1.3333333333333333,0.7536949491822627
113678030_87a6a6e42e.jpg,541063517_35044c554a.jpg#2,1.6666666666666667,0.7786020963798012
114051287_dd85625a04.jpg,3220126881_b0a4f7cccb.jpg#2,1.0,0.7444298503407965
114051287_dd85625a04.jpg,3281078518_630a7a7f4f.jpg#2,1.0,0.6979632138491836
114051287_dd85625a04.jpg,3530843182_35af2c821c.jpg#2,1.6666666666666667,0.7697169586586463
114051287_dd85625a04.jpg,434792818_56375e203f.jpg#2,1.0,0.723558121821935
114051287_dd85625a04.jpg,791338571_7f38510bf7.jpg#2,1.3333333333333333,0.7764076513300548
115684808_cb01227802.jpg,115684808_cb01227802.jpg#2,4.0,0.9207385993741208
115684808_cb01227802.jpg,1472882567_33dc14c8b6.jpg#2,2.333333333333333,0.8385435544294889
115684808_cb01227802.jpg,2100816230_ff866fb352.jpg#2,1.3333333333333333,0.79258638236911
115684808_cb01227802.jpg,3239021459_a6b71bb400.jpg#2,2.0,0.813362242664779
115684808_cb01227802.jpg,3459156091_c1879ebe28.jpg#2,1.0,0.659286183600891
115684808_cb01227802.jpg,3591458156_f1a9a33918.jpg#2,1.3333333333333333,0.737442899005998
1167669558_87a8a467d6.jpg,1237985362_dbafc59280.jpg#2,1.0,0.7025313528958981
1167669558_87a8a467d6.jpg,2594042571_2e4666507e.jpg#2,1.0,0.7488129077737911
1167669558_87a8a467d6.jpg,2718495608_d8533e3ac5.jpg#2,2.333333333333333,0.8582362168803467
1167669558_87a8a467d6.jpg,533713007_bf9f3e25b4.jpg#2,1.0,0.7416641123218638
1167669558_87a8a467d6.jpg,543007912_23fc735b99.jpg#2,1.0,0.7649097360714808
1174525839_7c1e6cfa86.jpg,2295750198_6d152d7ceb.jpg#2,3.333333333333333,0.8589271838613334
1174525839_7c1e6cfa86.jpg,3185409663_95f6b958d8.jpg#2,3.333333333333333,0.9025676042079225
1174525839_7c1e6cfa86.jpg,339350939_6643bfb270.jpg#2,2.333333333333333,0.8573049356721636
1174629344_a2e1a2bdbf.jpg,1174629344_a2e1a2bdbf.jpg#2,4.0,0.9446492976355968
1174629344_a2e1a2bdbf.jpg,1329832826_432538d331.jpg#2,2.0,0.8396755986096736
1174629344_a2e1a2bdbf.jpg,2228022180_9597b2a458.jpg#2,1.0,0.7749043153081145
1174629344_a2e1a2bdbf.jpg,3072172967_630e9c69d0.jpg#2,1.0,0.7933819904064462
1174629344_a2e1a2bdbf.jpg,3243588540_b418ac7eda.jpg#2,1.0,0.7248973156568931
1174629344_a2e1a2bdbf.jpg,3259666643_ae49524c81.jpg#2,1.3333333333333333,0.7434434526521067
1174629344_a2e1a2bdbf.jpg,3365783912_e12c3510d8.jpg#2,2.333333333333333,0.8499404382392737
1174629344_a2e1a2bdbf.jpg,3497224764_6e17544e0d.jpg#2,1.3333333333333333,0.7830071491795225
1220401002_3f44b1f3f7.jpg,1119015538_e8e796281e.jpg#2,1.6666666666666667,0.7929541977321696
1220401002_3f44b1f3f7.jpg,2723477522_d89f5ac62b.jpg#2,1.0,0.797476496537149
1220401002_3f44b1f3f7.jpg,2999730677_0cfa1c146e.jpg#2,1.0,0.8478342643917566
1220401002_3f44b1f3f7.jpg,3004823335_9b82cbd8a7.jpg#2,1.3333333333333333,0.794049166548634
1220401002_3f44b1f3f7.jpg,3280052365_c4644bf0a5.jpg#2,1.3333333333333333,0.7965966115958487
